,0,1
826,Spur-winged Lapwing,[]
827,Squacco Heron,[]
828,Square-tailed Bulbul,[]
829,Squirrel Cuckoo,[]
830,Steely-vented Hummingbird,[]
831,Steller's Jay,"[{'images': ['https://storage.googleapis.com/nuthatch-images/stellarsJay.jpg'], 'lengthMin': '30', 'lengthMax': '34', 'name': ""Steller's Jay"", 'id': 398, 'family': 'Corvidae', 'region': ['North America'], 'sciName': 'Cyanocitta stelleri', 'order': 'Passeriformes', 'status': 'Low Concern'}]"
832,Stork-billed Kingfisher,[]
833,Streak-backed Oriole,[]
834,Streaked Flycatcher,[]
835,Streaked Saltator,[]
836,Streak-headed Antbird,[]
837,Streak-headed Woodcreeper,[]
838,Streak-throated Woodpecker,[]
839,Streaky Seedeater,[]
840,Striated Heron,[]
841,Striped Cuckoo,[]
842,Stuhlmann's Starling,[]
843,Sulphur-bellied Flycatcher,[]
844,Sulphur-breasted Bushshrike,[]
845,Summer Tanager,"[{'images': ['https://images.unsplash.com/photo-1626821373169-041026cf8753'], 'name': 'Summer Tanager', 'id': 622, 'family': 'Cardinalidae', 'sciName': 'Piranga rubra', 'region': ['North America'], 'order': 'Passeriformes', 'status': 'Low Concern', 'recordings': [{'date': '2019-04-23', 'loc': 'Mayo, Lafayette County, Florida', 'birdId': 622, 'lic': '//creativecommons.org/licenses/by-nc-sa/4.0/', 'type': 'call', 'rec': 'John Middleton', 'rmk': 'Several pairs were calling to one another frequently and energetically.  At least 3 males and 2 fema', 'ssp': '', 'gen': 'Piranga', 'file': 'https://xeno-canto.org/468204/download', 'uploaded': '2019-04-23', 'playback-used': 'no', 'id': '468204', 'sp': 'rubra', 'lat': '30.036', 'lng': '-83.0443', 'bird-seen': 'yes', 'sono': {'small': '//xeno-canto.org/sounds/uploaded/JWNQIKQAIE/ffts/XC468204-small.png', 'large': '//xeno-canto.org/sounds/uploaded/JWNQIKQAIE/ffts/XC468204-large.png', 'med': '//xeno-canto.org/sounds/uploaded/JWNQIKQAIE/ffts/XC468204-med.png', 'full': '//xeno-canto.org/sounds/uploaded/JWNQIKQAIE/ffts/XC468204-full.png'}, 'alt': '10', 'cnt': 'United States', 'length': '0:27', 'en': 'Summer Tanager', 'also': ['Myiarchus crinitus', 'Cardinalis cardinalis'], 'url': '//xeno-canto.org/468204', 'q': 'A', 'time': '08:30', 'file-name': 'XC468204-190423_0495 summer tanager call.mp3'}, {'date': '2019-05-05', 'loc': 'Hendrix Habitat - Fairview, Williamson County, Tennessee', 'birdId': 622, 'lic': '//creativecommons.org/licenses/by-nc-sa/4.0/', 'type': 'song', 'rec': 'Brian Hendrix', 'ssp': '', 'gen': 'Piranga', 'rmk': 'BirdGenie on iPhone 10 XS Pro', 'file': 'https://xeno-canto.org/471145/download', 'uploaded': '2019-05-07', 'playback-used': 'no', 'id': '471145', 'sp': 'rubra', 'lat': '35.987', 'lng': '-87.145', 'bird-seen': 'no', 'cnt': 'United States', 'length': '0:20', 'sono': {'small': '//xeno-canto.org/sounds/uploaded/WFZJIOWFQY/ffts/XC471145-small.png', 'large': '//xeno-canto.org/sounds/uploaded/WFZJIOWFQY/ffts/XC471145-large.png', 'med': '//xeno-canto.org/sounds/uploaded/WFZJIOWFQY/ffts/XC471145-med.png', 'full': '//xeno-canto.org/sounds/uploaded/WFZJIOWFQY/ffts/XC471145-full.png'}, 'alt': '260', 'en': 'Summer Tanager', 'also': [''], 'url': '//xeno-canto.org/471145', 'q': 'A', 'time': '14:00', 'file-name': 'XC471145-20190505_1355.mp3'}, {'date': '2017-06-10', 'loc': ""Crow's Nest Natural Area Preserve, Stafford County, Virginia"", 'birdId': 622, 'lic': '//creativecommons.org/licenses/by-nc-sa/4.0/', 'type': 'call, female, male', 'rec': 'Jacob Saucier', 'ssp': '', 'gen': 'Piranga', 'rmk': 'Field Number: VA2017 JRS 13; pair(male and female), rocking back and forth, with male sometimes swoo', 'file': 'https://xeno-canto.org/500352/download', 'playback-used': 'no', 'uploaded': '2019-10-02', 'id': '500352', 'sp': 'rubra', 'lat': '38.3619', 'lng': '-77.3422', 'bird-seen': 'yes', 'cnt': 'United States', 'alt': '50', 'length': '0:22', 'sono': {'small': '//xeno-canto.org/sounds/uploaded/XSAURLRZQM/ffts/XC500352-small.png', 'large': '//xeno-canto.org/sounds/uploaded/XSAURLRZQM/ffts/XC500352-large.png', 'med': '//xeno-canto.org/sounds/uploaded/XSAURLRZQM/ffts/XC500352-med.png', 'full': '//xeno-canto.org/sounds/uploaded/XSAURLRZQM/ffts/XC500352-full.png'}, 'en': 'Summer Tanager', 'also': [''], 'url': '//xeno-canto.org/500352', 'q': 'A', 'time': '11:30', 'file-name': 'XC500352-VA2017 JRS 13_a_xc.mp3'}, {'date': '2017-06-10', 'loc': ""Crow's Nest Natural Area Preserve, Stafford County, Virginia"", 'birdId': 622, 'lic': '//creativecommons.org/licenses/by-nc-sa/4.0/', 'type': 'call, female', 'rec': 'Jacob Saucier', 'ssp': '', 'rmk': 'Field Number: VA2017 JRS 14; same female from XC500352', 'gen': 'Piranga', 'file': 'https://xeno-canto.org/500353/download', 'uploaded': '2019-10-02', 'playback-used': 'no', 'id': '500353', 'sp': 'rubra', 'lat': '38.3619', 'lng': '-77.3422', 'bird-seen': 'yes', 'alt': '50', 'length': '0:19', 'cnt': 'United States', 'sono': {'small': '//xeno-canto.org/sounds/uploaded/XSAURLRZQM/ffts/XC500353-small.png', 'large': '//xeno-canto.org/sounds/uploaded/XSAURLRZQM/ffts/XC500353-large.png', 'med': '//xeno-canto.org/sounds/uploaded/XSAURLRZQM/ffts/XC500353-med.png', 'full': '//xeno-canto.org/sounds/uploaded/XSAURLRZQM/ffts/XC500353-full.png'}, 'en': 'Summer Tanager', 'also': [''], 'url': '//xeno-canto.org/500353', 'q': 'A', 'file-name': 'XC500353-VA2017 JRS 14_a_xc.mp3', 'time': '11:30'}, {'date': '2020-05-18', 'loc': 'Cibola, La Paz County, Arizona', 'birdId': 622, 'lic': '//creativecommons.org/licenses/by-nc-sa/4.0/', 'type': 'sex uncertain, song', 'ssp': '', 'rec': 'Naomi', 'gen': 'Piranga', 'rmk': 'Bird unseen, perched high in mature cottonwoods in a conservation area. Recording unmodified.', 'file': 'https://xeno-canto.org/559482/download', 'playback-used': 'no', 'uploaded': '2020-05-18', 'id': '559482', 'sp': 'rubra', 'lat': '33.4', 'lng': '-114.6928', 'bird-seen': 'no', 'cnt': 'United States', 'alt': '70', 'sono': {'small': '//xeno-canto.org/sounds/uploaded/EXBETBIAJB/ffts/XC559482-small.png', 'large': '//xeno-canto.org/sounds/uploaded/EXBETBIAJB/ffts/XC559482-large.png', 'med': '//xeno-canto.org/sounds/uploaded/EXBETBIAJB/ffts/XC559482-med.png', 'full': '//xeno-canto.org/sounds/uploaded/EXBETBIAJB/ffts/XC559482-full.png'}, 'length': '0:05', 'en': 'Summer Tanager', 'also': [''], 'url': '//xeno-canto.org/559482', 'q': 'no score', 'file-name': 'XC559482-SUTA.mp3', 'time': '07:00'}, {'date': '2020-05-24', 'loc': 'Mayo, Lafayette County, Florida', 'birdId': 622, 'lic': '//creativecommons.org/licenses/by-nc-sa/4.0/', 'type': 'call', 'rmk': 'Male and female, both seen and photographed, were chattering from broadleaf understory in frequently', 'rec': 'John Middleton', 'ssp': '', 'gen': 'Piranga', 'file': 'https://xeno-canto.org/564851/download', 'playback-used': 'no', 'uploaded': '2020-06-03', 'id': '564851', 'sp': 'rubra', 'lat': '30.036', 'lng': '-83.0443', 'bird-seen': 'yes', 'alt': '10', 'length': '0:25', 'sono': {'small': '//xeno-canto.org/sounds/uploaded/JWNQIKQAIE/ffts/XC564851-small.png', 'large': '//xeno-canto.org/sounds/uploaded/JWNQIKQAIE/ffts/XC564851-large.png', 'med': '//xeno-canto.org/sounds/uploaded/JWNQIKQAIE/ffts/XC564851-med.png', 'full': '//xeno-canto.org/sounds/uploaded/JWNQIKQAIE/ffts/XC564851-full.png'}, 'cnt': 'United States', 'en': 'Summer Tanager', 'also': ['Colinus virginianus', 'Pipilo erythrophthalmus', 'Cardinalis cardinalis'], 'url': '//xeno-canto.org/564851', 'q': 'no score', 'file-name': 'XC564851-200524_0703 SUTA chatter.mp3', 'time': '09:00'}, {'date': '2020-06-01', 'loc': 'Ehrenberg, La Paz County, Arizona', 'birdId': 622, 'lic': '//creativecommons.org/licenses/by-nc-sa/4.0/', 'type': 'adult, male, song', 'rec': 'Bobby Wilcox', 'rmk': 'About 15m away in mixed cottonwood/mesquite/quailbush. Second year male.', 'gen': 'Piranga', 'ssp': '', 'file': 'https://xeno-canto.org/565241/download', 'playback-used': 'no', 'uploaded': '2020-06-05', 'id': '565241', 'sp': 'rubra', 'lat': '33.4115', 'lng': '-114.6877', 'bird-seen': 'yes', 'cnt': 'United States', 'sono': {'small': '//xeno-canto.org/sounds/uploaded/YHKQPPJDVP/ffts/XC565241-small.png', 'large': '//xeno-canto.org/sounds/uploaded/YHKQPPJDVP/ffts/XC565241-large.png', 'med': '//xeno-canto.org/sounds/uploaded/YHKQPPJDVP/ffts/XC565241-med.png', 'full': '//xeno-canto.org/sounds/uploaded/YHKQPPJDVP/ffts/XC565241-full.png'}, 'alt': '70', 'length': '0:27', 'en': 'Summer Tanager', 'also': [''], 'url': '//xeno-canto.org/565241', 'q': 'A', 'file-name': 'XC565241-200603_1509SUTA sy male 15m INT 0530 mp3 amp.mp3', 'time': '09:00'}, {'date': '2020-07-04', 'loc': 'Skidaway Island, Chatham County, GA USA', 'birdId': 622, 'lic': '//creativecommons.org/licenses/by-nc-sa/4.0/', 'type': 'adult, call, sex uncertain', 'ssp': '', 'rmk': 'Just back of the roadside in tall scrub and deciduous trees.  This classic pit-i-tuck call is given ', 'gen': 'Piranga', 'rec': 'Russ Wigh', 'file': 'https://xeno-canto.org/573436/download', 'playback-used': 'no', 'uploaded': '2020-07-04', 'id': '573436', 'sp': 'rubra', 'lat': '31.9237', 'lng': '-81.0559', 'bird-seen': 'no', 'cnt': 'United States', 'alt': '0', 'length': '0:19', 'sono': {'small': '//xeno-canto.org/sounds/uploaded/YBJUQSUJFZ/ffts/XC573436-small.png', 'large': '//xeno-canto.org/sounds/uploaded/YBJUQSUJFZ/ffts/XC573436-large.png', 'med': '//xeno-canto.org/sounds/uploaded/YBJUQSUJFZ/ffts/XC573436-med.png', 'full': '//xeno-canto.org/sounds/uploaded/YBJUQSUJFZ/ffts/XC573436-full.png'}, 'en': 'Summer Tanager', 'also': [''], 'url': '//xeno-canto.org/573436', 'q': 'A', 'file-name': 'XC573436-Summer Tanager pit-i-tuck 7-4-20.mp3', 'time': '09:30'}, {'date': '2020-07-20', 'loc': 'Sonoita Creek, Patagonia, Santa Cruz County, AZ', 'birdId': 622, 'lic': '//creativecommons.org/licenses/by-nc-sa/4.0/', 'type': 'adult, call, sex uncertain', 'ssp': 'cooperi', 'rec': 'Scott Crabtree', 'gen': 'Piranga', 'rmk': 'Normalized.\r\n\r\nCalling from typical mixed hardwood riparian habitat along the seasonal Sonoita Creek', 'file': 'https://xeno-canto.org/577786/download', 'uploaded': '2020-07-20', 'playback-used': 'no', 'id': '577786', 'sp': 'rubra', 'lat': '31.5356', 'lng': '-110.7659', 'bird-seen': 'no', 'length': '0:15', 'alt': '1200', 'cnt': 'United States', 'sono': {'small': '//xeno-canto.org/sounds/uploaded/ZQJCLMBULK/ffts/XC577786-small.png', 'large': '//xeno-canto.org/sounds/uploaded/ZQJCLMBULK/ffts/XC577786-large.png', 'med': '//xeno-canto.org/sounds/uploaded/ZQJCLMBULK/ffts/XC577786-med.png', 'full': '//xeno-canto.org/sounds/uploaded/ZQJCLMBULK/ffts/XC577786-full.png'}, 'en': 'Summer Tanager', 'also': ['Tyrannus vociferans', 'Vireo bellii', 'Setophaga aestiva'], 'url': '//xeno-canto.org/577786', 'q': 'A', 'file-name': 'XC577786-200720-084833-SUTA.wav', 'time': '08:48'}, {'date': '2022-01-20', 'loc': 'Bird and Butterfly Garden, Tijuana River Valley Regional Park, San Diego Co, California', 'birdId': 622, 'lic': '//creativecommons.org/licenses/by-nc-sa/4.0/', 'type': 'call, sex uncertain', 'ssp': '', 'gen': 'Piranga', 'rmk': '', 'rec': 'Paul Marvin', 'file': 'https://xeno-canto.org/697999/download', 'playback-used': 'no', 'uploaded': '2022-01-21', 'id': '697999', 'sp': 'rubra', 'lat': '32.554', 'lng': '-117.0852', 'bird-seen': 'no', 'length': '0:18', 'alt': '10', 'cnt': 'United States', 'sono': {'small': '//xeno-canto.org/sounds/uploaded/RFTXRYBVBX/ffts/XC697999-small.png', 'large': '//xeno-canto.org/sounds/uploaded/RFTXRYBVBX/ffts/XC697999-large.png', 'med': '//xeno-canto.org/sounds/uploaded/RFTXRYBVBX/ffts/XC697999-med.png', 'full': '//xeno-canto.org/sounds/uploaded/RFTXRYBVBX/ffts/XC697999-full.png'}, 'en': 'Summer Tanager', 'also': [''], 'url': '//xeno-canto.org/697999', 'q': 'A', 'time': '06:43', 'file-name': 'XC697999-Summer Tanager -CA, Bird&Butt, Jan 20, 2022, 0643 AM.mp3'}]}]"
846,Superb Starling,[]
847,Swainson's Hawk,"[{'images': ['https://storage.googleapis.com/nuthatch-images/SwainsonsHawk.jpg'], 'lengthMin': '48', 'lengthMax': '56', 'name': ""Swainson's Hawk"", 'id': 290, 'sciName': 'Buteo swainsoni', 'region': ['North America'], 'family': 'Accipitridae', 'order': 'Accipitriformes', 'status': 'Low Concern'}]"
848,Swainson's Thrush,[]
849,Swamp Sparrow,"[{'images': ['https://images.unsplash.com/photo-1658227577625-3b39d8100d16', 'https://images.unsplash.com/photo-1664741759209-d93b4ff92da0'], 'lengthMin': '12', 'lengthMax': '15', 'name': 'Swamp Sparrow', 'wingspanMin': '18', 'id': 543, 'wingspanMax': '19', 'sciName': 'Melospiza georgiana', 'region': ['North America'], 'family': 'Passerellidae', 'order': 'Passeriformes', 'status': 'Low Concern'}]"
850,Tacazze Sunbird,[]
851,Tambourine Dove,[]
852,Tawny-flanked Prinia,[]
853,Tennessee Warbler,"[{'images': ['https://images.unsplash.com/photo-1590180977267-bc441b242d40'], 'lengthMin': '10', 'lengthMax': '13', 'name': 'Tennessee Warbler', 'wingspanMin': '19', 'id': 583, 'wingspanMax': '20', 'sciName': 'Leiothlypis peregrina', 'region': ['North America'], 'family': 'Parulidae', 'order': 'Passeriformes', 'status': 'Low Concern'}]"
854,Thick-billed Euphonia,[]
855,Thick-billed Kingbird,[]
856,Thick-billed Warbler,[]
857,Three-striped Warbler,[]
858,Thrush Nightingale,[]
859,Tickell's Blue Flycatcher,[]
860,Tickell's Leaf Warbler,[]
861,Townsend's Solitaire,[]
862,Tree Swallow,"[{'images': ['https://images.unsplash.com/photo-1534212758080-135b3affa932', 'https://images.unsplash.com/photo-1591810444770-8b8c57eea53b', 'https://images.unsplash.com/photo-1526296609207-80e77afde33d'], 'lengthMin': '12', 'lengthMax': '15', 'name': 'Tree Swallow', 'wingspanMin': '30', 'id': 425, 'wingspanMax': '35', 'sciName': 'Tachycineta bicolor', 'region': ['North America'], 'family': 'Hirundinidae', 'order': 'Passeriformes', 'status': 'Low Concern', 'recordings': [{'date': '2016-06-01', 'loc': 'Teller road, Nome, Alaska', 'birdId': 425, 'lic': '//creativecommons.org/licenses/by-nc-nd/4.0/', 'type': 'call', 'rec': 'Peter Boesman', 'gen': 'Tachycineta', 'rmk': 'Two birds perched near a small bridge.', 'ssp': '', 'file': 'https://xeno-canto.org/322862/download', 'uploaded': '2016-06-20', 'playback-used': 'unknown', 'id': '322862', 'sp': 'bicolor', 'lat': '64.5622', 'lng': '-165.493', 'bird-seen': 'unknown', 'length': '0:13', 'cnt': 'United States', 'alt': '10', 'sono': {'small': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC322862-small.png', 'large': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC322862-large.png', 'med': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC322862-med.png', 'full': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC322862-full.png'}, 'en': 'Tree Swallow', 'also': [''], 'url': '//xeno-canto.org/322862', 'q': 'A', 'time': '08:00', 'file-name': 'XC322862-LS_52105 Tree Swallow calls A.mp3'}, {'date': '2019-06-19', 'loc': 'Dryden (near  Ithaca), Tompkins County, New York', 'birdId': 425, 'lic': '//creativecommons.org/licenses/by-nc-sa/4.0/', 'type': 'begging call', 'gen': 'Tachycineta', 'rec': 'Meena Haribal', 'ssp': '', 'rmk': 'Part of XC482624 where the birds are attacking me as I was on their ""property"".  Several times went a few inches from me giving a sharp get away from me notes.', 'file': 'https://xeno-canto.org/482625/download', 'uploaded': '2019-06-21', 'playback-used': 'no', 'id': '482625', 'sp': 'bicolor', 'lat': '42.5028', 'lng': '-76.4358', 'bird-seen': 'yes', 'sono': {'small': '//xeno-canto.org/sounds/uploaded/RBYDYNRSJV/ffts/XC482625-small.png', 'large': '//xeno-canto.org/sounds/uploaded/RBYDYNRSJV/ffts/XC482625-large.png', 'med': '//xeno-canto.org/sounds/uploaded/RBYDYNRSJV/ffts/XC482625-med.png', 'full': '//xeno-canto.org/sounds/uploaded/RBYDYNRSJV/ffts/XC482625-full.png'}, 'length': '0:15', 'alt': '340', 'cnt': 'United States', 'en': 'Tree Swallow', 'also': ['Agelaius phoeniceus'], 'url': '//xeno-canto.org/482625', 'q': 'A', 'time': '10:30', 'file-name': 'XC482625-190620-06 tree swallow attacking e with a quack_Ithaca.mp3'}, {'date': '2019-08-02', 'loc': 'South Amboy, Middlesex County, New Jersey', 'birdId': 425, 'lic': '//creativecommons.org/licenses/by-nc-sa/4.0/', 'type': 'song', 'rec': 'William Whitehead', 'ssp': '', 'gen': 'Tachycineta', 'rmk': '', 'file': 'https://xeno-canto.org/490200/download', 'playback-used': 'no', 'uploaded': '2019-08-02', 'id': '490200', 'sp': 'bicolor', 'lat': '40.476', 'lng': '-74.2676', 'bird-seen': 'yes', 'sono': {'small': '//xeno-canto.org/sounds/uploaded/MGVGHKBMIZ/ffts/XC490200-small.png', 'large': '//xeno-canto.org/sounds/uploaded/MGVGHKBMIZ/ffts/XC490200-large.png', 'med': '//xeno-canto.org/sounds/uploaded/MGVGHKBMIZ/ffts/XC490200-med.png', 'full': '//xeno-canto.org/sounds/uploaded/MGVGHKBMIZ/ffts/XC490200-full.png'}, 'cnt': 'United States', 'alt': '0', 'length': '0:10', 'en': 'Tree Swallow', 'also': [''], 'url': '//xeno-canto.org/490200', 'q': 'A', 'time': '09:00', 'file-name': 'XC490200-TreeSwallow2.mp3'}, {'date': '2019-04-21', 'loc': 'Whitaker Ponds Nature Park, Portland, Multnomah County, Oregon', 'birdId': 425, 'lic': '//creativecommons.org/licenses/by-nc-sa/4.0/', 'type': 'adult, male, song', 'rec': 'Thomas Magarian', 'rmk': '', 'gen': 'Tachycineta', 'ssp': '', 'file': 'https://xeno-canto.org/540308/download', 'uploaded': '2020-04-01', 'playback-used': 'no', 'id': '540308', 'sp': 'bicolor', 'lat': '45.5734', 'lng': '-122.6114', 'bird-seen': 'yes', 'sono': {'small': '//xeno-canto.org/sounds/uploaded/GVVNEJJEGA/ffts/XC540308-small.png', 'large': '//xeno-canto.org/sounds/uploaded/GVVNEJJEGA/ffts/XC540308-large.png', 'med': '//xeno-canto.org/sounds/uploaded/GVVNEJJEGA/ffts/XC540308-med.png', 'full': '//xeno-canto.org/sounds/uploaded/GVVNEJJEGA/ffts/XC540308-full.png'}, 'alt': '0', 'length': '0:11', 'cnt': 'United States', 'en': 'Tree Swallow', 'also': ['Mareca strepera', 'Melospiza melodia'], 'url': '//xeno-canto.org/540308', 'q': 'no score', 'file-name': 'XC540308-TRES_GADW_SOSP_2019-04-21_Whitaker_Ponds_Portland_OR_1530.mp3', 'time': '15:30'}, {'date': '2019-04-21', 'loc': 'Whitaker Ponds Nature Park, Portland, Multnomah County, Oregon', 'birdId': 425, 'lic': '//creativecommons.org/licenses/by-nc-sa/4.0/', 'type': 'adult, male, song', 'ssp': '', 'rmk': '', 'rec': 'Thomas Magarian', 'gen': 'Tachycineta', 'file': 'https://xeno-canto.org/540309/download', 'playback-used': 'no', 'uploaded': '2020-04-01', 'id': '540309', 'sp': 'bicolor', 'lat': '45.5734', 'lng': '-122.6114', 'bird-seen': 'yes', 'length': '0:22', 'cnt': 'United States', 'alt': '0', 'sono': {'small': '//xeno-canto.org/sounds/uploaded/GVVNEJJEGA/ffts/XC540309-small.png', 'large': '//xeno-canto.org/sounds/uploaded/GVVNEJJEGA/ffts/XC540309-large.png', 'med': '//xeno-canto.org/sounds/uploaded/GVVNEJJEGA/ffts/XC540309-med.png', 'full': '//xeno-canto.org/sounds/uploaded/GVVNEJJEGA/ffts/XC540309-full.png'}, 'en': 'Tree Swallow', 'also': ['Colaptes auratus', 'Corvus brachyrhynchos', 'Haemorhous mexicanus'], 'url': '//xeno-canto.org/540309', 'q': 'no score', 'time': '15:27', 'file-name': 'XC540309-TRES_HOFI_RSFL_YRWA_2019-04-21_Whitaker_Ponds_Portland_OR_1527.mp3'}, {'date': '2019-04-24', 'loc': 'Whitaker Ponds Nature Park, Portland, Multnomah County, Oregon', 'birdId': 425, 'lic': '//creativecommons.org/licenses/by-nc-sa/4.0/', 'type': 'adult, male, song', 'rmk': '', 'rec': 'Thomas Magarian', 'ssp': '', 'gen': 'Tachycineta', 'file': 'https://xeno-canto.org/540310/download', 'playback-used': 'no', 'uploaded': '2020-04-01', 'id': '540310', 'sp': 'bicolor', 'lat': '45.5734', 'lng': '-122.6114', 'bird-seen': 'yes', 'cnt': 'United States', 'alt': '0', 'length': '0:13', 'sono': {'small': '//xeno-canto.org/sounds/uploaded/GVVNEJJEGA/ffts/XC540310-small.png', 'large': '//xeno-canto.org/sounds/uploaded/GVVNEJJEGA/ffts/XC540310-large.png', 'med': '//xeno-canto.org/sounds/uploaded/GVVNEJJEGA/ffts/XC540310-med.png', 'full': '//xeno-canto.org/sounds/uploaded/GVVNEJJEGA/ffts/XC540310-full.png'}, 'en': 'Tree Swallow', 'also': ['Setophaga auduboni', 'Mareca strepera'], 'url': '//xeno-canto.org/540310', 'q': 'no score', 'time': '16:39', 'file-name': 'XC540310-TRES_YRWA_GADW_2019-04-24_Whitaker_Ponds_Portland_OR_1639.mp3'}, {'date': '2020-04-11', 'loc': 'Ernest Oros Nature Preserve, Avenel, New Jersey', 'birdId': 425, 'lic': '//creativecommons.org/licenses/by-nc-sa/4.0/', 'type': 'female, male, song', 'ssp': '', 'gen': 'Tachycineta', 'rec': 'William Whitehead', 'rmk': ""Two Swallow's claiming a nesting box in Wildflower Field"", 'file': 'https://xeno-canto.org/544225/download', 'uploaded': '2020-04-11', 'playback-used': 'no', 'id': '544225', 'sp': 'bicolor', 'lat': '40.5874', 'lng': '-74.2621', 'bird-seen': 'yes', 'sono': {'small': '//xeno-canto.org/sounds/uploaded/MGVGHKBMIZ/ffts/XC544225-small.png', 'large': '//xeno-canto.org/sounds/uploaded/MGVGHKBMIZ/ffts/XC544225-large.png', 'med': '//xeno-canto.org/sounds/uploaded/MGVGHKBMIZ/ffts/XC544225-med.png', 'full': '//xeno-canto.org/sounds/uploaded/MGVGHKBMIZ/ffts/XC544225-full.png'}, 'alt': '0', 'length': '0:18', 'cnt': 'United States', 'en': 'Tree Swallow', 'also': [''], 'url': '//xeno-canto.org/544225', 'q': 'A', 'time': '07:30', 'file-name': 'XC544225-TreeSwallow3.mp3'}, {'date': '2020-04-11', 'loc': 'Ernest Oros Nature Preserve, Avenel, New Jersey', 'birdId': 425, 'lic': '//creativecommons.org/licenses/by-nc-sa/4.0/', 'type': 'Sheet, call', 'rec': 'William Whitehead', 'rmk': 'Calling from tree in Wildflower Field', 'gen': 'Tachycineta', 'ssp': '', 'file': 'https://xeno-canto.org/544227/download', 'uploaded': '2020-04-11', 'playback-used': 'no', 'id': '544227', 'sp': 'bicolor', 'lat': '40.5874', 'lng': '-74.2621', 'bird-seen': 'yes', 'cnt': 'United States', 'alt': '0', 'length': '0:16', 'sono': {'small': '//xeno-canto.org/sounds/uploaded/MGVGHKBMIZ/ffts/XC544227-small.png', 'large': '//xeno-canto.org/sounds/uploaded/MGVGHKBMIZ/ffts/XC544227-large.png', 'med': '//xeno-canto.org/sounds/uploaded/MGVGHKBMIZ/ffts/XC544227-med.png', 'full': '//xeno-canto.org/sounds/uploaded/MGVGHKBMIZ/ffts/XC544227-full.png'}, 'en': 'Tree Swallow', 'also': ['Turdus migratorius', 'Agelaius phoeniceus'], 'url': '//xeno-canto.org/544227', 'q': 'A', 'file-name': 'XC544227-TreeSwallow4.mp3', 'time': '07:30'}, {'date': '2020-05-04', 'loc': 'Walden Reservoir, Jackson Cty, Colorado', 'birdId': 425, 'lic': '//creativecommons.org/licenses/by-nc-sa/4.0/', 'type': 'adult, call, female, flight call, male', 'ssp': '', 'rmk': '500 individuals sitting on a fence wire', 'gen': 'Tachycineta', 'rec': 'Sue Riffe', 'file': 'https://xeno-canto.org/612860/download', 'uploaded': '2021-01-04', 'playback-used': 'no', 'id': '612860', 'sp': 'bicolor', 'lat': '40.7275', 'lng': '-106.2975', 'bird-seen': 'yes', 'sono': {'small': '//xeno-canto.org/sounds/uploaded/PVQOLRXXWL/ffts/XC612860-small.png', 'large': '//xeno-canto.org/sounds/uploaded/PVQOLRXXWL/ffts/XC612860-large.png', 'med': '//xeno-canto.org/sounds/uploaded/PVQOLRXXWL/ffts/XC612860-med.png', 'full': '//xeno-canto.org/sounds/uploaded/PVQOLRXXWL/ffts/XC612860-full.png'}, 'length': '0:12', 'alt': '2500', 'cnt': 'United States', 'en': 'Tree Swallow', 'also': [''], 'url': '//xeno-canto.org/612860', 'q': 'A', 'file-name': 'XC612860-Tree Swallows at Walden Res CO on 5.4.20 at 11.49 for .12.mp3', 'time': '11:49'}, {'date': '2021-03-31', 'loc': 'Tijuana River County Open Space Preserve, Sunset Ponds, San Diego County, California', 'birdId': 425, 'lic': '//creativecommons.org/licenses/by-nc-sa/4.0/', 'type': 'flight call', 'rec': 'Paul Marvin', 'gen': 'Tachycineta', 'ssp': '', 'rmk': 'one flew over with a second one flying nearby', 'file': 'https://xeno-canto.org/634796/download', 'uploaded': '2021-04-01', 'playback-used': 'no', 'id': '634796', 'sp': 'bicolor', 'lat': '32.5553', 'lng': '-117.096', 'bird-seen': 'yes', 'length': '0:16', 'sono': {'small': '//xeno-canto.org/sounds/uploaded/RFTXRYBVBX/ffts/XC634796-small.png', 'large': '//xeno-canto.org/sounds/uploaded/RFTXRYBVBX/ffts/XC634796-large.png', 'med': '//xeno-canto.org/sounds/uploaded/RFTXRYBVBX/ffts/XC634796-med.png', 'full': '//xeno-canto.org/sounds/uploaded/RFTXRYBVBX/ffts/XC634796-full.png'}, 'alt': '10', 'cnt': 'United States', 'en': 'Tree Swallow', 'also': [''], 'url': '//xeno-canto.org/634796', 'q': 'A', 'time': '07:57', 'file-name': 'XC634796-Tree Swallow 1 flt -CA, TRV Sunset Ponds, Mar 31, 2021, 0757 AM.mp3'}]}]"
863,Tropical Boubou,[]
864,Tropical Gnatcatcher,[]
865,Tropical Kingbird,[]
866,Tropical Mockingbird,[]
867,Tropical Parula,[]
868,Tropical Pewee,[]
869,Trumpeter Swan,"[{'images': ['https://images.unsplash.com/photo-1649577452407-7a1d8d8723ea', 'https://images.unsplash.com/photo-1649577452686-29836dfde598'], 'lengthMin': '138', 'lengthMax': '158', 'name': 'Trumpeter Swan', 'id': 11, 'sciName': 'Cygnus buccinator', 'region': ['North America'], 'family': 'Anatidae', 'order': 'Anseriformes', 'status': 'Low Concern'}]"
